课程类型,课程链接,参加人数,授课老师,课程名称,课程学校,课程标签,开课开始时间,开课结束时间,课程概述,课程状态,课程评分,封面图
程序设计与开发,https://www.icourse163.org/course/FAFU-1002763014,104,刘必雄,Visual Basic程序设计,福建农林大学,国家精品,2023年02月13日,2023年06月30日,"本课程是福建省精品在线开放课程（闽教高〔2018〕26号）,通过全国首批FD-QM高等教育在线课程质量标准认证（课程编号：C201906002），获得中国高校计算机教育MOOC联盟“建设课程”荣誉称号。“Visual Basic程序设计（简称VB程序设计）”是面向零基础的高校学生开设的第一门程序设计基础课程，旨在使学生理解程序设计思想、掌握可视化程序设计方法。通过本课程学习，学习者能够较为深入地理解程序设计的内涵，运用所学的知识开发Windows应用程序，培养学生“计算思维”能力，教会学生在信息时代如何思考问题、如何与计算机沟通，从而更好地利用计算机技术解决本专业领域的问题。此外，本课程还提供了自主研发的“Visual Basic程序自主测评系统”供学生编程练习，学生在学习过程中使用“程序自主测评系统”对完成的程序进行练习和测评，了解错误、修正提升，满足学生实践练习的需求，真正实现“自主练习、智能评测、极速帮扶”。【课程学习须知】若您有兴趣参与本课程学习并希望有所收获，您需要： 1）认真观看视频，完成每个知识点的随堂测试和课程讨论，并完成每周课后单元测试以评估学习效果，预计每周需要1~2小时学习时间；2）由于本课程是实践性很强的课程，您需要在您的计算机上安装“Visual Basic 6.0”才能进行编程练习。您可以在本课程第1讲第1节的第4个选项卡“如何安装Visual Basic 6.0中文版”中下载安装软件，并根据提示在您的计算机中安装“Visual Basic 6.0”；3）在完成视频学习和单元测试后，您需要完成“程序练习题”以评估知识应用效果。您可以在每讲的“程序自主测评系统”上完成“程序练习题”，由系统直接评测，并可按知识点查阅是否错误及错误的原因。您可以在“程序自主测评系统”上根据评测结果多次完成“程序练习题”以达到“修正错误，不断提升”的效果，预计每周需要1小时编程训练时间；4）特别希望您能在开始学习前进行自我介绍（第1讲第6节自我介绍讨论中），并积极参与讨论区交流和管理，分享各自的学习体验和实践收获，您不仅可以获得讨论成绩，还将有机会获得特别加分奖励；5）在讨论区中发言，需要掌握网络交流的基本用语规范，禁忌使用粗俗词语，避谈政治敏感话题，不可进行人身攻击，如有违反规定，课程负责人有权利将学习者请出本课程；6）在学习过程中，如果您有与本课程相关的问题，您可以在讨论区的“老师答疑区”发表相关问题，我们教学团队将第一时间（通常会24小时内）回复您的疑问；此外，您还可以加入课程QQ交流群来共同探讨（中国大学MOOC——Visual Basic程序设计，群号：883488709）；7）完成本课程所有知识点的学习后，特别希望您能够根据自己所学知识并结合自己的专业完成一个综合实验，并将您的程序在综合讨论区展示，由所有学习者点评和投票，我们将根据投票情况给予特别加分奖励；8）本课程是面向社会大众的学习者，是建立在学习者自我约束、诚实守信的基础上，特别希望您能够自觉遵守学术诚信的原则，诚实学习并在规定的截止时间内独立完成测试、作业和考试，超过规定的截止时间就无法完成测试、作业和考试的提交。【课程学习导图】周次主题推出时间教学内容备注第1周Visual Basic程序设计概述2023年2月13日9:001）短视频6个2）随堂测试3）课堂讨论5个4）案例回顾5）单元测试（2023-6-30截止）6）实验操作视频2个7）程序自主测评1）每周的学习内容包括视频学习、随堂测试、单元测试、讨论交流和程序练习等5个部分；2）课程学习以视频为主，每周有3~8个短视频，均配有字幕，依次放在每个单元中，每个视频均可独立打开，并可自由选择播放速度；3）每周均提供相关知识的程序练习题，并封装在“程序自主测评系统”中，学习者可以在系统上练习和自主测评，不断发现错误、提升自己；4）每周有一次单元测试，均为客观题，可重复做3次，以最高成绩计算，必需在截止时间之前完成，成绩才有效；5）每个知识点都有相应的讨论主题，欢迎并希望大家积极在讨论区进行交流探讨；6）教师团队每周群发邮件以提醒教学内容发布。第2周Visual Basic程序设计基础2023年2月20日 9:001）短视频7个2）随堂测试3）课堂讨论5个4）单元测试（2023-6-30截止）5）实验操作视频2个6）程序自主测评第3周顺序结构程序设计2023年2月27日 9:001）短视频7个2）随堂测试3）课堂讨论7个4）案例回顾5）单元测试（2023-6-30截止）6）实验操作视频2个7）程序自主测评第4周选择结构程序设计2022年9月26日 9:001）短视频6个2）随堂测试3）课堂讨论5个4）案例回顾5）单元测试（2023-6-30截止）6）实验操作视频2个7）程序自主测评第5周循环结构程序设计2023年3月6日 9:001）短视频8个2）随堂测试3）课堂讨论7个4）案例回顾5）单元测试（2023-6-30截止）6）实验操作视频2个7）程序自主测评第7周数组2023年3月13日 9:001）短视频9个2）随堂测试3）课堂讨论6个4）单元测试（2023-6-30截止）5）实验操作视频2个6）程序自主测评第8周过程2023年3月20日 9:001）短视频9个2）随堂测试3）课堂讨论3个4）单元测试（2023-6-30截止）5）实验操作视频2个6）程序自主测评第9周图形操作2023年3月27日 9:001）短视频4个2）随堂测试3）课堂讨论4个4）单元测试（2023-6-30截止）5）实验操作视频2个6）程序自主测评第10周文件2023年4月3日 9:001）短视频4个2）随堂测试3）课堂讨论3个4）单元测试（2023-6-30截止）5）实验操作视频2个6）程序自主测评第12周综合实验2023年4月10日 9:00综合实验选题要求（2023-6-30截止提交）在接下来8周时间内根据所学知识并结合自己的专业完成一个综合实验，并将程序在综合讨论区发布，由学习者投票评选。第13周期末考试2023年5月22日 9:00测试题25题，其中单选题20题（60分）、设计题3题（24分）、编程题2题（16分）；（2023-6-30截止提交）遵守学术诚信，独立完成考试第18周完成成绩审核评估、提交发放问卷，收集反馈",课程即将开始,5.0,http://edu-image.nosdn.127.net/598AED77B6C40FFCF06A0D27AADCC336.jpg?imageView&thumbnail=510y288&quality=100
程序设计与开发,https://www.icourse163.org/course/NWPU-236004,208,姜学锋,C程序设计,西北工业大学,国家精品,2023年02月20日,2023年06月30日,程序设计（CP，Computer Programming）课程是大学计算机教育的核心课程，它既是各类专业技术的应用基础，又是各种实践环节的软件工具，更是课程设计、学科竞赛、毕业设计、创新创业、创客科技等活动的重要平台。编程能力不仅是学习者进一步专业深造的潜力体现，也是创新人才的重要指标。学习编程包括语言工具、问题求解、实现方法、算法思想、编程抽象、编程范式、设计模式等内容，涉及算法设计、程序实现、计算科学、软件工程、系统开发、学科交叉等方面。本质上，程序是逻辑演绎的形式化表达，反映的是人类对这个世界的数字化理解。因此，提高编程能力可从两点出发：一是以思维训练为中心的编程技能，二是以学科融合为核心的领域知识。那么，如何学习编程呢？1．按“双线索”学习程序语言任何程序语言，包括C语言，都是一个标准化的、具有庞大知识内容的形式语言体系。因此以语言知识为学习线索必然是整体凌乱、抓不住主次，容易迷失学编程的方向。须知，计算机的基本工作原理决定了计算机问题求解是“计算数据”的过程，编程就是去解决“如何表示数据”和“如何实现计算”。将“数据表示”和“程序实现”作为学习程序语言的两条主线索，抓住语言对此所起的作用，螺旋上升，交叉推进，如下图：这时，你会发现程序语言是服务编程的工具而不是目标。2．有“节奏感”推进编程实践学习程序语言时需要快节奏，学习编程方法和编程技术时需要慢节奏，即使是敲代码也要有节奏，快慢使得学习者“抓大”（设计方法）“放小”（语言知识），得到最大化的“饱满感”编程训练。学编程需要完成大量练习，称为“刷题”。编程实践过程中的灵感、技术、习惯、动机、反思以及畅想，将会把程序设计的知识逐一转化成技能，形成编程思维。对编程有激情是一件很美妙的事情，但同时也必须培养自己对于编程周边所有事情的热情。在节奏引领下可以更有效地与计算机对话，从而赋予我们将创意变成原型的能力。这时，你会发现编程是帮助人们与计算机沟通的工具。3．从“多维度”进行思维训练计算科学思维是多维度的，例如基于计算技术的普适思维，特点是抽象和构造；基于算法思想的数学思维，特点是形式化和自动化；基于数据技术的逻辑思维，特点是因果关系和相关关系；基于系统结构的应用思维，特点是整体性和结构性。程序最重要的两个基本要素是算法和数据结构，编程的难点不是算法或者数据结构本身，而是如何理解和分解问题，并将其映射到最合适的算法或数据结构上，这个映射本身不是程序要解决的问题，是人脑在思维，是构造性思维、逆向思维、猜想与试验、设计思维等全脑思维的艺术。这时，你会发现编程是思维的体操。4．用“系统观”拓展编程视野衡量编程有两个重要指标：编程累计行数（TLOC）和单个程序行数（SLOC）。以解题为主的编程训练能提高TLOC，但却止步于SLOC。即使将小规模、数学型问题做成百上千，TLOC指标上去了，但SLOC却不见长。一般的，SLOC小于300行时很难让人体会到“开发的感觉”，这时编程局限在“数学工具”视野里。显然，单纯的思维训练和仅仅摄取知识信息无法形成系统观。实际上，计算方法（数值计算、非数值计算）仅是程序设计方法的一种，程序方法学中还有诸如操作系统、人机界面、图形图像、多媒体、网络通信、数据库、硬件接口等技术领域，每个领域都有独特的编程技术和精巧的解决方法。通过引入高级编程技术的学习，融合各类学科专业的领域知识，拓展求解问题的专业覆盖面、问题复杂度和数量，可以改变编程的广度、深度和力度，形成编程核心模式及对它们不断运用所形成的思维方式的系统观，这是优秀程序员最重要的素质。这时，你会发现编程是全方位的创新实践。5．以“跨领域”塑造核心价值掌握知识和能力是大学学业的价值，但仅仅是这些就可能掩盖了大学学业的核心价值和潜质，即通过知识内化为思维、通过能力提升到创造，最终拥有终身享用不尽的、可持续发展的知识发现、知识获取、知识建构的科学素养。学会了编程就等于掌握了信息时代的听说读写能力，学习编程形成的心理技能对于我们生活的其他方面都极其有用。通过跨学科、跨领域的延伸，编程将提高问题求解的能力，提升对世界的理解力和改善解决问题的决策能力，建立起批判性思维、系统性思维、创造性思维。通过增加挑战式内容，强化在专业学科研究上表现出很强的发展潜力，形成学业核心价值。这时，你会发现编程教会人们如何思考。归纳起来，就是“技能提升、思维训练、系统培养、价值塑造”。,课程即将开始,3.75,http://edu-image.nosdn.127.net/800492872515A4D3FD99B4CD11502773.jpg?imageView&thumbnail=510y288&quality=100
程序设计与开发,https://www.icourse163.org/course/WHUT-1001862005,155,李民,C编程方法学,武汉理工大学,国家精品,2023年02月13日,2023年06月30日,C语言是目前仍然广泛使用的计算机程序设计语言，是本科各学科专业学生学习计算机技术课程的基础课。C语言适用范围广、语法简洁、执行效率高。C语言是典型的结构化程序语言，是学习面向对象程序语言的基础。C语言编程方法的学习，已经成为普通本科院校大多数专业方向的必修课程。按照教育部计算机基础教学指导委员会对高等院校计算机基础教学的基本要求，按照将计算思维能力培养作为计算机基础教育的核心任务的宗旨，通过深入研究了不同专业大类的培养目标和计算机技术学习需求，结合大学学生特点，我们确立了课程总体教学目标为培养学生初步具备以下三方面的能力，即：具有应用C语言编制结构良好的程序的能力；具有算法分析的基本能力；具有对程序进行调试和测试的基本能力。从而，能根据要求编制程序解决实际问题；为后续课程的学习打下良好基础。本课程的教学一共有8章，从内容组织上分为3个部分：1. 第1章、第2章是入门基础，结合编译环境的安装使用，介绍了C语言的基本语法。2. 第3章是程序设计的基本结构，介绍了基本的结构化程序设计方法，简单算法的设计和表示方法，帮助学生学会根据算法编制程序，并设计出结构较为复杂的程序。3. 第4章到第8章是模块化程序设计，学生通过模块化函数掌握程序模块的设计方法，并进一步通过数组、指针、结构体、位运算、数据文件等全面掌握C语言编程方法，培养分析问题和解决问题的能力。,课程即将开始,3.65,http://edu-image.nosdn.127.net/5C8A07DED0C21A2056880371623F26D6.jpg?imageView&thumbnail=426y240&quality=100
程序设计与开发,https://www.icourse163.org/course/BIT-268001,7502,嵩天,Python语言程序设计,北京理工大学,国家精品,2023年02月21日,2023年05月15日,快讯：这是本课程第20次开课，课程累计学习者已经超过470万！课程经过百万学习者检验，更专业、更丰富、更高质量! 课程设置了微信群，帮助天南海北的学习者建立直接的沟通学习方式，更轻松有效掌握一门Python语言~    —— 为什么要学习计算机编程？   —— 因为编程是件很有趣的事儿，能启迪思维，还有诗和远方...2023年，“Python系列国家精品课”时间表如下，供同学们参考！   Python [paɪθən]语言，由Guido van Rossum大牛在1990年发明，它是当今世界最受欢迎的计算机编程语言，也是一门对大多数人“学了能用、学了有用、学会能久用”的计算生态语言。   本课程是一门体现大学水平的Python 语言入门课程，采用“理解和运用计算生态”为教学理念，面向Python零基础学习者，不要求学习者有任何编程基础。本课程将帮助大家快速、轻松且系统的学习Python语言，高效编写程序，掌握利用计算机解决问题的基本方法和过程。   本课程主要讲解“Python基础语法”全体系，包括3个教学部分，共9周内容，教学安排如下：· 第一部分，共2周：Python快速入门，初识Python语言，讲解基本的程序设计方法、熟悉Python语法元素。· 第二部分，共5周：Python基础语法，深入Python语言，讲解Python基础语法全貌、实践计算问题求解。· 第三部分，共2周：Python编程思维，运用Python语言，讲解计算生态、程序设计方法学等内容、显著提高编程思维。   本课程共讲解16个经典案例，提供50道以上编程题和100道以上单选题作为课后练习（可选，由学习者可自主完成），帮助大家熟练Python语言编程能力。本课程需要一个9周的学习计划表，完成后将掌握一门可用20年以上的编程语言，学习里程碑如下：· 第2周结束：将学会编写010行左右Python程序，有输入、有输出、带文字、有图形；· 第7周结束，将熟练编写050行左右Python程序，正式成为程序员(业余)一族；· 第9周结束，将能够编写100行以上Python程序，拿个证书同时开始像专业程序员一样思考。    —— 学了Python能有什么用？   —— 买房买车找工作、交友美食游世界，似乎都不行... 但却可以：谈理想、谋职业、去创新。   【画朵玫瑰花送给TA】某一天，送给TA一朵与众不同的玫瑰花，从此以后就可以尽情虐狗了！这源于真实的校园爱情故事，向青春致敬、向爱情致敬，向Python致敬！   【体会蒙特卡洛方法的魅力】人人都知道圆周率π，你可知道怎么求解圆周率吗？听说过求解圆周率背后的“蒙特卡洛方法”吗？这可是工程领域的必杀技，不告诉你这用Python实现就是小case。   【宏观到微观的神秘几何学】分形几何是高等数学的神秘分支，它完美诠释了宏观和微观、全局和局部、战略和战术的大一统。有个叫“科赫”的曲线，小名“雪花”，19行Python代码展示0阶到n阶雪花曲线的全过程。      【专业到爆的雷达图展示】雷达图是展示多维属性的有效工具，既可用它表示专业化内容，又可用它展示游戏人物技能点。用21行Python代码实现专业雷达图，要不要来试试？    —— 学了Python还能做什么？   —— 请你来告诉大家...,课程即将开始,4.65,http://edu-image.nosdn.127.net/5B8826377EE623C7B6328E8F8B8D2871.png?imageView&thumbnail=510y288&quality=100
程序设计与开发,https://www.icourse163.org/course/HIT-69005,3407,苏小红,C语言程序设计精髓,哈尔滨工业大学,国家精品,2023年02月06日,2023年06月30日, 对于这个地球上大多数人来说，真正的数字化革命还没有开始。在接下来的10年里，变化将无处不在，让我们一起来给这个世界编码吧！——Eric Schmidt Google执行主席  我们会用15周的时间来深入讲解C语言，在授课过程中，我们会注重多解释一些“为什么”以及错误程序的分析，从环环相扣的问题入手，将一些易被忽视且对高水平程序设计很重要的“点”，沿着数据结构从简单到复杂的主线逐一展开，在实例的“不断深化和提升”中引出知识点，通过对问题的举一反三和前后知识点的融会贯通，由浅入深地引导你循序渐进地编写规模逐步增大的程序。 在过去30年90%的时间里，C语言独领风骚，仅偶尔被 Java 超越，可见其魅力。C语言作为一种高级语言，其实并不高级，但正是这种“低级”给我们更多思考的机会。期望通过本课程的学习，你不只是简单地能够掌握一种语言的语法，还能理解隐含在语法背后的思想，并初步具备灵活使用这些思想进行编写程序解决实际问题的能力。如果你掌握了这些，你会发现，迈向成功的最后一步不过是选择一种合适的编程工具而已。 你想从“菜鸟”升级为“程序猿”吗？那就加入“稀饭”的行列，和我们一起踏上爱上C语言之旅吧。 自2021年秋季学期起，该课程加入教育部-华为“智能基座”精品慕课建设项目，将C语言与华为资源有机结合起来，包括鲲鹏平台软件开发、华为编程实践与编程规范等。具体所在的章节如下：1.1.2 计算的未来和未来的计算（9分半）1.1.3 编译型语言与解释型语言及其运行差异（7分）1.1.4 现代主流计算机指令（8分）1.2.3 鲲鹏平台介绍——如何在华为云上申请弹性云服务器（6分）1.2.4 鲲鹏平台介绍——远程登陆（3分半）1.2.5 鲲鹏平台介绍——linux指令（4分）1.2.6 鲲鹏平台介绍——运行Hello World（5分）1.6 进阶：华为编程实践与编码规范1.6.1 编程实践—数据类型（4分）1.6.2 编程实践—常量（4分）1.6.3 编程实践—变量（10分）1.6.4 编程实践—声明与初始化（1分）2.6 进阶：华为编程实践与编码规范2.6.1 编程实践—表达式（4分）2.6.2 代码风格—整数（16分）5.7 进阶：华为编程实践与编码规范5.7.1 编程实践—控制语句（8分半）6.1.3 鲲鹏平台ARM处理器的函数优化（8分）6.5 进阶：华为编程实践与编码规范6.5.1 代码风格—命名（6分半）6.5.2 代码风格—注释（6分）6.5.3 代码风格—格式（17分）6.5.4 编程实践—预处理（19分）6.5.5 编程实践—头文件（9分半）11.5 进阶：华为编程实践与代码风格11.5.1 代码风格—指针和数组（10分半）11.5.2 代码风格—字符串（5分）11.5.3 代码风格—断言（6分）11.5.4 代码风格—函数设计（17分）11.5.5 代码风格—函数使用（19分）13.4 鲲鹏多核体系与弱内存模型（17分）15.7 进阶：华为编程实践与编码规范15.7.1 编程规范—内存（6分）15.7.2 编程规范—文件（3分半）15.7.3 编程规范—其它（4分）,课程即将开始,4.8,http://nos.netease.com/edu-image/18fe5fb0712e41a4b768db13bf42218f.png
程序设计与开发,https://www.icourse163.org/course/XIYOU-1003118004,46,王小银,Python 语言程序设计,西安邮电大学,国家精品,2023年02月20日,2023年07月10日,Python是一种面向对象的解释型程序设计语言，Python语言语法简洁清晰、易学易用，强大的标准库奠定了Python发展的基石，丰富的第三方库则是python不断发展的保证，常被昵称为胶水语言，能够把用其他语言编写的各种模块（尤其是C/C++）很轻松地联结在一起。通过学习《Python语言程序设计》课程的学习，不仅能够掌握程序设计的基本思想，也可为今后学习Java、C++等语言打下良好的基础。,课程即将开始,4.15,http://edu-image.nosdn.127.net/25D1B9C247F691DD31D9E6ADCD0ACE72.png?imageView&thumbnail=510y288&quality=100
程序设计与开发,https://www.icourse163.org/course/TONGJI-1205704804,205,高枚,C/C++程序设计,同济大学,国家精品,2023年02月20日,2023年06月25日,在面向对象的编程语言已经成为主流编程语言的今天，面向过程的C语言以其丰富的数据类型及运算、简洁灵活的表达、良好的系统移植性、高质量的目标代码和高效率的程序执行能力而保持着其持久旺盛的生命力。本课程以传统的面向过程的C语言为主要内容，着重难、重点和易错点的讲解及算法的分析；课程同时还融入部分面向对象的C++语言的内容，重点通过对面向对象语言所支持的类和对象、抽象、封装、继承、多态等基本概念的精炼讲解使学生初步掌握面向对象的现代编程思想，注重学生逻辑思维广度的培养。由于本课程是一门实践性很强的课程，在教学实施中，我们注重教学和实践并重的原则。在教学中强调问题引导、案例驱动的教学方式，注重提出问题与解决问题的总体思路，通过分析算法加深学生对知识点的理解；同时学习者在学习过程中应按课程要求认真完成上机实践，而不仅仅是靠纸上谈兵来学习编程。本课程以Visual Studio 2012 的Visual C++为开发环境，为使初学者能快速上手、避免在语法细节上过多纠缠，程序中输入输出均采用C++语言的方式表达。,课程即将开始,4.95,http://edu-image.nosdn.127.net/C899A5658DB3C8017E4BB498441DC04E.jpg?imageView&thumbnail=510y288&quality=100
程序设计与开发,https://www.icourse163.org/course/XJTU-1003679001,59,谢涛,Web编程技术,西安交通大学,国家精品,2023年02月20日,2023年07月31日,   在互联网与信息技术高速发展的今天，我们已深切感受到学习、工作和生活方式上的巨大变化。了解互联网的运行机制、掌握一些基本的Web编程技能、了解并亲自尝试云端Web实验、在我国拥有自主知识产权的操作系统——鸿蒙上尝试开发APP，对大多数学习者来讲，都是一件有趣且必要的事情。   该课程紧扣网络与信息技术发展的趋势，以“前台+后台+云+移动应用”为支撑，以“能力+项目”为驱动，使学习者既了解Web基本框架，培养基本的Web编程技能，又了解云端开发与应用和移动APP开发。   在内容组织上，该课程主要包括WEB原理、开发过程和环境部署；HTML语言； CSS技术、JavaScript、PHP技术、数据库技术、HarmonyOS移动应用开发；重点介绍JavaScript、PHP、数据库及移动应用开发。   本课程紧跟技术前沿、框架清晰、结构合理、讲解清楚、实验丰富，并提供多种实验方案供学习者选择，是学习者快速了解与学习Web编程知识的最佳选择。   学完该课程，学习者将具备独立的Web平台搭建能力和初步的Web平台及移动应用开发能力。,课程即将开始,3.75,http://edu-image.nosdn.127.net/A5668FE4D67A065E722DD7B085EE1A2A.jpg?imageView&thumbnail=510y288&quality=100
程序设计与开发,https://www.icourse163.org/course/BFU-1003382003,1228,孙俏,Web前端开发,北京林业大学,国家精品,2023年02月13日,2023年06月30日,（注：课程视频及资料未经授权不允许任何形式转载，谢谢！）“Web系统”就是基于网站形式的具有一定功能的系统，例如新浪、淘宝、携程等。这些系统中以网页形式呈现给用户的部分，就是“前端”。随着Web系统的普遍应用，包括移动端APP的快速发展，“Web前端开发”已经成为近些年最为重要的技术之一，人才需求量巨大。本门课程将介绍Web系统前端开发的核心技术。课程内容涵盖Web系统前端开发技术的HTML5、CSS3、JS、JQuery、Bootstrap等组成部分，其中HTML决定网页的结构，CSS决定网页的样式，JS决定网页的交互。课程采用其最新技术标准与应用。课程以校企联合主讲的形式，两位主讲教师分别来自于北京林业大学与达内时代科技集团，更好地融合了学院派的理论与企业级的应用，让课程深入浅出的由基础过渡到实际应用。课程由百度前端技术学院负责人提供技术支持，在课程最后将针对未来的学习路线与前端工程师需要具备技能与素质等问题进行讲解。课程顾问团队包括三位教师，以及助理研究生一名，将对课程内容、教学、练习、答疑、考试、评价等环节进行全方位支持与服务。    课程包括知识点、知识型案例、综合案例与企业实际案例，可支持两种主线进行学习，一种是以知识点为主，循序渐进的方式；一种案例式教学，课程中所有知识点均内嵌于案例中，可以由案例快速入门，带动知识点系统学习。在第二种方式下，也可以将部分知识点作为SPOC中，课下学习的部分。所有案例的源代码均可以在线下载。    课程知识点按照难易程度，分为两个等级，支持两种不同基础的学习。例如零基础的同学，建议从“Web前端开发”概论部分开始学习，有一定基础的同学，可以直接进入HTML部分学习，从而可以有足够学时延伸到JQuery、HTML5部分。,课程即将开始,4.35,http://edu-image.nosdn.127.net/4D561AF42BB03B2BA9CA349BCE61BFDF.jpg?imageView&thumbnail=510y288&quality=100
程序设计与开发,https://www.icourse163.org/course/NKU-1205696807,3503,王恺,Python编程基础,南开大学,国家精品,2023年02月12日,2023年06月10日,Python是一种代表简单主义思想的语言，可以使用尽量少的代码完成更多工作。Python除了简单易学以外，还具有免费开源、跨平台性、高层语言、面向对象、丰富的库、胶水语言等优点，其已在科学计算、Web开发、数据分析、人工智能等方面有着非常广泛的应用。由于Python的上述优点，不仅大量计算机专业人员使用Python进行快速开发，而且非计算机专业人员也利用Python解决其专业问题。在本课程的讲授中，每一个知识点都提供了相关程序实例，希望大家能通过这些具体实例更好地掌握Python程序的编写方法。本课程的目标是使大家具备Python基础编程能力，并基本具备应用Python解决实际应用问题的能力，同时也为后继Python相关的更深入学习打下良好基础。课程特色包括：（1）针对每一个知识点提供了相关程序实例，使大家更直观地理解Python编程语言的基本语法和程序设计方法。（2）针对重点和难点知识，通过大量“提示”和“注意”向大家详细说明学习过程中不容易理解或容易混淆的内容。（3）各章提供了课后习题，供大家检验自己的学习情况，及时发现自己学习过程中存在的问题。（4）提供了网络爬虫、图书管理系统、图形化界面计算器、电影推荐等应用实例，使大家能够初步掌握系统开发和数据分析的相关方法和流程。通过该课程的学习，使学生掌握以下方面的内容：1．了解程序设计和Python语言的基本概念，掌握Python语言的注释方法、书写规范和标准输入/输出方法，理解第1章给出的示例程序并能够搭建Python环境运行这些示例程序。2．熟记Python的常用数据类型、能够定义并使用变量保存程序中的各种数据，掌握各运算符的作用、利用Python中支持的这些运算完成数据的处理，理解条件语句和循环语句的作用、在实际编写程序时能够灵活运用不同结构的语句完成实际问题的自动求解。3．理解函数的作用，掌握函数的定义与调用方法，能够区分形参和实参在使用上的不同，理解默认参数、不定长参数和返回值的作用并掌握其使用方法，理解包和模块的概念及作用并掌握模块的定义和使用方法，理解各种作用域下变量的作用范围。此外，对递归函数、高阶函数、lambda函数、闭包和修饰器这些高级应用也要有所了解，能够在合适的场合运用它们以更高效地编写程序。4．掌握类与对象的概念及它们的定义和使用，理解继承与多态的作用和实现，掌握类和对象的高级应用。5．理解可变类型和不可变类型的概念和区别，掌握列表、元组、集合和字典的使用方法，在实际编程时能够熟练运用切片、列表生成表达式、生成器和迭代器进行数据处理。6．掌握字符串创建、字符串比较等常用字符串操作方法，掌握占位符和format方法的使用，理解正则表达式的基础语法并掌握re模块的使用方法，能够利用正则表达式编写爬虫程序。7．掌握利用os模块进行目录创建、目录删除等与操作系统相关的操作的方法，掌握文件读写方法，理解一维数据和二维数据的概念，掌握CSV格式数据的读写方法，了解异常的作用和分类，掌握异常处理的实现方法。,课程即将开始,4.9,http://edu-image.nosdn.127.net/05472BEC1B0F4DD951FA446AFDEBF918.png?imageView&thumbnail=510y288&quality=100
程序设计与开发,https://www.icourse163.org/course/PKU-1002029030,215,郭炜,程序设计与算法（三）C++面向对象程序设计,北京大学,国家精品,2023年02月20日,2023年06月30日,"本课程讲授C++程序设计有关的概念和语法，使你能够使用C++语言，以面向对象的方法编写可维护性、可扩充性好的，较大规模的程序。要求学习者已经掌握C语言程序设计。这门课将带你掌握C++语言中类、对象、运算符重载、继承、多态等面向对象的程序设计方法，以及模板、标准模板库STL等泛型程序设计的机制，体会和领悟面向对象程序设计方法和泛型程序设计方法的优势。本课程作业和考试题都是在线提交程序，系统自动评测，容不得半点错误，这对学习者是非常严格而且有效的训练，符合当下顶尖IT企业招聘考核的形式，学习效果远胜于书面作业人工批改的形式。期末还有一个大型的游戏模拟程序作业《魔兽世界》，深受北京大学信息学院学生欢迎，能够很好地训练C++面向程序设计的技能。本课程作业和考试网址：cxsjsxmooc.openjudge.cn注意，不要写成https://cxsjsxmooc.openjudge.cn/, 那样会访问不了！如果访问不了，就注意浏览器地址栏里面是不是写了 https:// 不能有s!郭炜老师还在中国大学MOOC开设另外三门好评如潮的4.9分高分课程，请不要错过：1) 程序设计与算法(一)C语言程序设计(国家精品)https://www.icourse163.org/course/PKU-10015530230基础学习者应该先学习这门课程2) 程序设计与算法(二)算法基础(国家精品)https://www.icourse163.org/course/PKU-10018940053) 实用Python程序设计 (强烈推荐，Python的百科书式大全课程，入门、提高均非常适合！)https://www.icourse163.org/course/PKU-1460924165",课程即将开始,4.75,http://edu-image.nosdn.127.net/19E67CA35CB88401127931F8EA63369C.jpg?imageView&thumbnail=510y288&quality=100
大数据与人工智能,https://www.icourse163.org/course/NUDT-1461782176,685,丁兆云,数据挖掘,国防科技大学,国家精品,2023年02月10日,2023年07月30日,课程背景1.数据挖掘是近十几年来大数据、人工智能行业飞速发展最重要的驱动技术之一，当前大数据分析几乎都离不开数据挖掘技术，应用广泛，是业界所需；2.数据挖掘集合了概率统计、机器学习、人工智能、数据可视化、算法等等多门计算机领域核心知识，是信息技术研究的重要领域；3.掌握数据挖掘的相关知识技能对于学生当下就业和未来深造都有重要意义。课程目标1.认识数据的统计特性，了解数据的可视化方法，把握数据相似性计算；2.掌握数据预处理的四大步骤及方法；3.掌握分类、聚类、回归、关联规则挖掘等核心技术；4.了解具体数据挖掘的处理过程。课程设计原则1.紧跟技术前沿，内容涉及最新的业界技术和前沿研究；2.注重技术实践，将经典案例融入到数据挖掘课程教学中，提高课程学以致用的效果；3.重视基础知识，将数据挖掘知识与概率统计、机器学习、算法等底层核心知识融会贯通。,课程即将开始,4.6,http://edu-image.nosdn.127.net/F05ADA2CD454710CFF6D216D35512FBF.JPG?imageView&thumbnail=510y288&quality=100
